date,open,high,low,close,volume
2015-08-04,22.5356,22.5831,22.5232,22.5731,3237
2015-08-05,22.7595,22.8969,22.7595,22.7682,4755
2015-08-06,22.6517,22.7595,22.5424,22.5927,2999
2015-08-07,22.5046,22.8184,22.4016,22.4555,5101
2015-08-10,22.5536,22.7713,22.4997,22.7497,1221
2015-08-11,22.132,22.2889,21.6711,21.7495,9134
2015-08-12,21.3573,21.3573,20.7101,21.2935,11415
2015-08-13,21.5804,21.6318,21.5632,21.573,1614
2015-08-14,21.4653,21.5613,21.4653,21.5338,4014
2015-08-17,21.3083,21.3867,21.3083,21.3867,4358
2015-08-18,21.0533,21.0925,20.9848,20.9848,8712
2015-08-19,20.9062,20.9062,20.6807,20.7003,4111
2015-08-20,20.4355,20.4355,19.808,19.8179,17288
2015-08-21,19.4942,19.8374,19.3814,19.3961,10612
2015-08-24,18.4351,19.4157,13.5812,18.5429,24698
2015-08-25,19.4647,19.7491,19.0725,19.0866,6982
2015-08-26,19.0911,19.2292,18.8122,19.2292,5738
2015-08-27,19.847,20.1217,19.8423,19.8962,1286
2015-08-28,20.0825,20.1216,19.9531,19.955,1040
2015-08-31,19.906,19.906,19.6216,19.6216,821
2015-09-01,19.0549,19.1412,18.8177,18.8177,3623
2015-09-02,19.0529,19.0529,18.8778,19.0235,1097
2015-09-03,19.1313,19.1313,19.1313,19.1313,203
2015-09-04,18.7097,18.7097,18.3861,18.4876,6701
2015-09-08,18.945,19.0823,18.7196,18.7587,3364
2015-09-09,19.3078,19.3078,19.0731,19.0731,1539
2015-09-10,18.8372,18.9058,18.8274,18.8274,1392
2015-09-11,18.7,18.8665,18.657,18.8665,2179
2015-09-14,18.7293,18.7293,18.5332,18.6185,7170
2015-09-15,18.7097,18.9053,18.7097,18.9043,1879
2015-09-16,19.1412,19.757,19.1412,19.757,2054
2015-09-17,19.6118,19.6902,19.6099,19.6413,4461
2015-09-18,19.4647,19.553,19.3281,19.3281,1267
2015-09-21,19.3765,19.3765,19.1608,19.1636,1500
2015-09-22,18.7391,18.7656,18.6802,18.6904,1799
2015-09-23,18.7783,18.8666,18.4332,18.4332,8265
2015-09-24,18.1998,18.6116,17.9645,18.5933,4116
2015-09-25,18.796,18.796,18.5332,18.5881,3660
2015-09-28,18.3469,18.5822,18.1508,18.1802,6142
2015-09-29,18.2782,18.4145,18.2782,18.3861,4096
2015-09-30,18.7979,19.0039,18.7979,18.9645,2058
2015-10-01,18.8666,19.043,18.8462,19.0107,925
2015-10-02,19.3668,20.1021,19.3668,20.0825,2618
2015-10-05,20.1611,20.514,20.1579,20.5041,2321
2015-10-06,20.3179,20.3963,20.3179,20.3958,6722
2015-10-07,20.7885,20.8307,20.4453,20.6217,4584
2015-10-08,20.5238,20.7588,20.3963,20.7327,1530
2015-10-09,20.769,20.7983,20.769,20.7786,1024
2015-10-12,20.8474,20.9671,20.8474,20.9171,2190
2015-10-13,20.6218,20.9749,20.6218,20.7441,1236
2015-10-14,20.511,20.6529,20.4748,20.6529,1196
2015-10-15,21.0043,21.0827,20.8083,21.0827,1995
2015-10-16,21.3083,21.471,21.3083,21.471,20234
2015-10-19,21.2592,21.4117,21.2592,21.4117,1407
2015-10-20,21.4289,21.5142,21.3803,21.3803,1145
2015-10-21,20.9749,21.0121,20.9719,20.9719,708
2015-10-22,21.2582,21.2582,21.1321,21.1321,1219
2015-10-23,21.4161,21.6809,21.4161,21.6466,5495
2015-10-26,21.7299,22.0436,21.7299,21.9358,537
2015-10-27,21.9162,22.08,21.9162,22.0329,2384
2015-10-28,22.132,22.3674,20.5434,22.2781,3476
2015-10-29,22.0829,22.0829,22.0829,22.0829,283
2015-10-30,22.3477,22.5439,22.2889,22.5202,957
2015-11-02,22.7262,22.8771,22.7262,22.8771,899
2015-11-03,22.8282,23.1567,22.8282,23.0047,12502
2015-11-04,23.24,23.3969,23.1488,23.2008,10498
2015-11-05,23.4057,23.4057,23.0635,23.1715,4308
2015-11-06,22.8674,23.2483,22.685,23.2483,12386
2015-11-09,23.0341,23.1875,20.9847,22.858,8405
2015-11-10,22.6419,22.696,22.6026,22.6811,6425
2015-11-11,22.7791,22.8087,22.6522,22.8087,1771
2015-11-12,22.8576,23.0037,22.8576,22.9753,2646
2015-11-13,22.2593,22.2593,22.0564,22.0829,9332
2015-11-16,22.181,22.279,22.1123,22.2692,88002
2015-11-17,22.3379,22.3771,22.2594,22.2595,551
2015-11-18,22.279,22.574,22.279,22.574,2486
2015-11-19,22.7988,23.0929,22.7988,23.0831,5086
2015-11-20,23.3087,23.4646,23.3087,23.4214,10082
2015-11-23,23.4165,23.6813,23.4067,23.5832,6320
2015-11-24,23.5048,23.5342,23.2694,23.3577,5430
2015-11-25,23.6126,23.7254,23.5833,23.5833,4120
2015-11-27,23.5538,23.5538,23.142,23.3577,10779
2015-11-30,23.3381,23.7009,23.3381,23.6911,7073
2015-12-01,23.6215,23.677,23.5734,23.677,6260
2015-12-02,23.7186,23.7794,23.6422,23.6891,3712
2015-12-03,23.6715,23.6999,23.3185,23.4078,5303
2015-12-04,23.3871,23.6126,23.3871,23.6028,2828
2015-12-07,23.4263,23.5126,23.4165,23.4165,3753
2015-12-08,23.0537,23.3518,22.9949,23.3518,7842
2015-12-09,23.3479,23.4165,23.0636,23.1322,4911
2015-12-10,23.2008,23.2008,23.1126,23.1126,1496
2015-12-11,22.7399,22.7399,22.4752,22.4752,3416
2015-12-14,22.5144,22.7334,22.4457,22.7334,5839
2015-12-15,22.9655,23.3242,22.9655,23.2989,2155
2015-12-16,23.3756,23.3863,23.3756,23.3863,1570
2015-12-17,23.671,23.681,23.5218,23.5218,2312
2015-12-18,23.3766,23.4483,23.357,23.3766,1550
2015-12-21,23.5337,23.5827,23.5337,23.5728,7669
2015-12-22,23.5435,23.6515,23.5435,23.6514,3209
2015-12-23,23.7594,23.8143,23.7594,23.8124,1124
2015-12-24,23.7201,23.7595,23.7103,23.7103,1508
2015-12-28,23.5435,23.5435,23.3767,23.4159,1915
2015-12-29,23.5533,23.5533,23.465,23.5533,5202
2015-12-30,23.4748,23.5336,23.2981,23.2981,10775
2015-12-31,23.3874,23.3874,23.3374,23.3374,595
2016-01-04,22.5621,22.5621,22.1921,22.2873,9649
2016-01-05,22.4149,22.5523,22.4149,22.5487,4606
2016-01-06,22.3265,22.3854,22.2873,22.2971,1249
2016-01-07,21.6298,21.8484,21.3255,21.4152,9790
2016-01-08,21.5118,21.5118,21.2961,21.2961,23960
2016-01-11,21.2274,21.2274,20.6091,20.6091,4171
2016-01-12,20.8937,21.1194,20.8937,21.09,3853
2016-01-13,21.2765,21.2765,20.7357,20.7366,5471
2016-01-14,20.5198,21.0704,20.4816,21.0606,3792
2016-01-15,20.4227,20.4227,20.0321,20.1577,26982
2016-01-19,20.8152,20.8643,20.5306,20.5306,1988
2016-01-20,20.0301,20.1479,19.559,20.1478,6714
2016-01-21,20.0694,20.439,19.9123,20.3343,167087
2016-01-22,20.982,21.0507,20.6778,20.6778,2652
2016-01-25,20.7171,20.7171,20.6189,20.6189,510
2016-01-26,20.7858,20.8152,20.56,20.6988,9079
2016-01-27,20.6091,20.6579,20.3147,20.3147,7218
2016-01-28,20.6091,20.6091,20.1381,20.197,3764
2016-01-29,20.4521,20.6484,20.4517,20.5769,3498
2016-02-01,20.406,20.511,20.3736,20.5013,4182
2016-02-02,20.1184,20.131,19.8731,19.9025,4499
2016-02-03,19.8338,19.8338,19.5002,19.7811,1554
2016-02-04,20.1086,20.1184,19.9026,19.9026,737
2016-02-05,19.6277,19.6277,19.3274,19.3529,3597
2016-02-08,19.0585,19.0585,18.666,18.8195,3779
2016-02-09,18.4697,18.6463,18.4111,18.5875,4362
2016-02-10,18.8804,18.8917,18.7753,18.7753,3972
2016-02-11,18.3519,18.3519,18.1575,18.2539,1326
2016-02-12,18.509,18.5678,18.4677,18.5579,2319
2016-02-16,19.0389,19.5841,19.0389,19.5492,11287
2016-02-17,19.6964,19.9801,19.667,19.9221,5326
2016-02-18,20.0007,20.0007,19.7259,19.7259,1235
2016-02-19,19.5885,19.8809,19.5787,19.8535,3256
2016-02-22,20.1871,20.4227,20.1871,20.3638,19829
2016-02-23,20.2362,20.2539,19.9614,19.9959,2411
2016-02-24,19.6277,19.863,19.51,19.863,12003
2016-02-25,19.7651,19.7651,19.3977,19.4152,4847
2016-02-26,19.8338,20.0007,19.7178,19.7261,3250
2016-02-29,19.9221,19.9221,19.8045,19.8045,768
2016-03-01,20.2264,20.4227,20.1969,20.3834,5927
2016-03-02,20.511,20.5699,20.4633,20.5561,3719
2016-03-03,20.5012,20.5699,20.5012,20.5483,2920
2016-03-04,20.7661,21.1193,20.766,21.0812,5419
2016-03-07,20.7858,21.7008,20.7858,20.9693,12926
2016-03-08,20.7563,20.7956,20.6857,20.721,5157
2016-03-09,20.776,20.8839,20.7172,20.8545,6852
2016-03-10,20.982,20.982,20.8545,20.8545,440
2016-03-11,21.247,21.5807,21.247,21.5807,3618
2016-03-14,21.5709,21.6612,21.5709,21.6494,5527
2016-03-15,21.3255,21.3255,21.1891,21.2004,3354
2016-03-16,21.1391,21.7377,21.1391,21.723,5482
2016-03-17,21.8751,21.9831,21.8064,21.9634,8788
2016-03-18,22.0812,22.2185,22.0812,22.1793,3897
2016-03-21,22.199,22.3756,22.1695,22.2677,7458
2016-03-22,22.1597,22.3574,22.1597,22.3364,5386
2016-03-23,22.0812,22.0812,21.7869,21.826,16718
2016-03-24,21.5905,21.7573,21.2666,21.7573,5129
2016-03-28,21.7083,21.7377,21.512,21.5316,9978
2016-03-29,21.4914,21.8558,21.2568,21.8558,1042
2016-03-30,22.181,22.181,22.0812,22.091,1165
2016-03-31,22.1731,22.199,22.0322,22.0322,884
2016-04-01,21.8653,22.0007,21.8653,22.0007,775
2016-04-04,22.0812,22.1268,22.0255,22.0255,2720
2016-04-05,21.8064,21.8064,21.7063,21.7474,1717
2016-04-06,21.8359,22.1911,21.8359,22.1911,4594
2016-04-07,22.1499,22.248,22.0547,22.1008,3871
2016-04-08,22.5817,22.5817,22.2873,22.2873,2187
2016-04-11,22.5032,22.621,22.421,22.421,3183
2016-04-12,22.5425,22.7682,22.4935,22.7682,1378
2016-04-13,23.2196,23.2755,23.2196,23.2391,1938
2016-04-14,23.2,23.2883,23.1411,23.2294,4363
2016-04-15,23.1902,23.1902,23.1289,23.1804,1245
2016-04-18,23.0233,23.2624,23.0174,23.2589,2893
2016-04-19,23.3276,23.3276,23.043,23.2098,4529
2016-04-20,23.1264,23.2483,23.1264,23.2483,2658
2016-04-21,23.0724,23.1902,22.9818,22.9818,3571
2016-04-22,22.7191,22.7485,22.6996,22.6996,1897
2016-04-25,22.8271,22.8369,22.6309,22.6309,6138
2016-04-26,22.7093,22.7093,22.514,22.514,511
2016-04-27,22.3756,22.4541,22.2767,22.4296,5994
2016-04-28,22.4247,22.565,22.4051,22.4051,4112
2016-04-29,22.4247,22.4739,22.3658,22.3658,3534
2016-05-02,22.3069,22.3069,22.2579,22.2804,2110
2016-05-03,21.9929,22.0223,21.7632,21.7966,31967
2016-05-04,21.7279,21.777,21.7279,21.777,3215
2016-05-05,22.0125,22.0125,21.826,21.8331,2275
2016-05-06,21.7278,21.8078,21.5905,21.8078,1982
2016-05-09,21.5905,21.598,21.1783,21.1783,7369
2016-05-10,21.356,21.6471,21.356,21.6409,722
2016-05-11,21.669,21.669,21.4335,21.4434,5898
2016-05-12,21.4924,21.4924,21.0551,21.1665,821
2016-05-13,21.1784,21.1875,21.0606,21.0606,3159
2016-05-16,21.2176,21.6413,21.2176,21.5316,14781
2016-05-17,21.6592,21.7817,21.6199,21.6268,4192
2016-05-18,21.414,21.4924,21.2765,21.3157,8009
2016-05-19,21.1881,21.355,20.982,21.0704,6252
2016-05-20,21.3157,21.3157,21.3059,21.3059,955
2016-05-23,21.3255,21.3942,21.2863,21.2863,3221
2016-05-24,21.4531,21.8182,21.4531,21.7573,3266
2016-05-25,21.9438,21.9438,21.8162,21.8163,3452
2016-05-26,21.9919,22.0223,21.9919,22.0223,611
2016-05-27,22.2775,22.326,22.2677,22.326,1310
2016-05-31,22.5719,22.6271,22.5228,22.5425,3562
2016-06-01,22.2394,22.2394,22.1597,22.1597,1349
2016-06-02,22.1106,22.1597,22.0749,22.1597,3399
2016-06-03,22.1106,22.1597,22.1106,22.1332,2012
2016-06-06,22.3167,22.5209,22.3167,22.516,2213
2016-06-07,22.5719,22.5886,22.5228,22.5474,2733
2016-06-08,22.4506,22.4904,22.4344,22.4904,521
2016-06-09,22.2088,22.2579,22.2088,22.2579,631
2016-06-10,21.8555,21.9438,21.67,21.6985,5153
2016-06-13,21.355,21.6201,21.355,21.4531,3674
2016-06-14,21.5513,21.5611,21.4139,21.4433,2307
2016-06-15,21.668,21.668,21.6101,21.6101,1931
2016-06-16,21.1302,21.3648,21.1293,21.3648,1326
2016-06-17,21.3213,21.3549,21.3213,21.3549,572
2016-06-20,21.7279,21.8652,21.7181,21.7181,6119
2016-06-21,21.7269,21.7869,21.7259,21.7576,2840
2016-06-22,21.9144,21.974,21.8751,21.8751,2318
2016-06-23,22.0321,22.2009,22.0321,22.2009,1768
2016-06-24,21.6298,21.6298,21.4433,21.4924,946
2016-06-27,20.9723,20.9723,20.6091,20.709,10801
2016-06-28,21.2666,21.4433,21.2179,21.3746,5150
2016-06-29,21.7181,21.8898,21.6494,21.826,5046
2016-06-30,22.0783,22.1597,22.0783,22.1028,1561
2016-07-01,22.2212,22.2799,22.1574,22.1838,12772
2016-07-05,22.1793,22.1793,21.8431,21.9634,2026
2016-07-06,21.6003,21.8849,21.6003,21.826,5230
2016-07-07,22.1205,22.1303,22.0125,22.0812,1404
2016-07-08,22.4345,22.4345,22.1401,22.2971,11356
2016-07-11,22.3658,22.8173,22.3658,22.8173,5621
2016-07-12,23.0331,23.1607,23.0331,23.0429,45315
2016-07-13,22.9055,22.9055,22.7683,22.778,1451
2016-07-14,23.0135,23.069,23.0135,23.0331,2847
2016-07-15,22.9743,22.9743,22.8662,22.8662,4100
2016-07-18,22.7485,23.0037,22.7485,22.986,2901
2016-07-19,22.8663,22.8663,22.8663,22.8663,1520
2016-07-20,23.0626,23.1009,23.0626,23.1009,790
2016-07-21,23.1218,23.141,23.0547,23.0547,1315
2016-07-22,23.0626,23.092,23.0134,23.0627,2528
2016-07-25,22.9155,22.9673,22.9155,22.9673,626
2016-07-26,23.0135,23.2,23.0135,23.2,1790
2016-07-27,23.2599,23.2873,23.1993,23.1993,3521
2016-07-28,23.3276,23.3767,23.3002,23.3002,1645
2016-07-29,23.1156,23.1509,23.1156,23.1509,550
2016-08-01,23.1411,23.2491,23.1411,23.2,2430
2016-08-02,23.2196,23.2687,22.9899,23.1117,14195
2016-08-03,23.0233,23.1416,23.0233,23.1411,3034
2016-08-04,23.2294,23.2294,23.2196,23.2196,380
2016-08-05,23.4944,23.6757,23.4944,23.6757,4061
2016-08-08,23.7854,23.8378,23.7854,23.8281,4052
2016-08-09,24.0635,24.2303,24.0607,24.2303,5458
2016-08-10,24.4365,24.4735,24.3678,24.412,2494
2016-08-11,24.5837,24.7506,24.5836,24.7309,15312
2016-08-12,24.6917,24.9567,24.6917,24.9468,32760
2016-08-15,25.1529,25.4831,25.1529,25.3983,21996
2016-08-16,25.5553,25.5553,25.2727,25.3829,6555
2016-08-17,25.1235,25.2707,25.0057,25.1824,31749
2016-08-18,25.2805,25.3296,25.1836,25.3296,2095
2016-08-19,25.1726,25.3296,25.1726,25.3198,3827
2016-08-22,25.1618,25.1726,25.0872,25.15,1808
2016-08-23,25.3394,25.4179,25.3286,25.3393,2907
2016-08-24,25.3001,25.3001,25.0548,25.0548,1337
2016-08-25,24.8782,25.0548,24.8782,25.045,9876
2016-08-26,25.3983,25.4375,25.0549,25.1922,1346
2016-08-29,25.2314,25.3295,25.2118,25.3179,3536
2016-08-30,25.4081,25.4433,25.362,25.4277,3491
2016-08-31,25.3012,25.4038,25.193,25.3788,5544
2016-09-01,25.5553,25.7025,25.5357,25.7025,5109
2016-09-02,26.0469,26.0469,25.938,25.938,3312
2016-09-06,26.3797,26.6741,26.3797,26.6005,16036
2016-09-07,26.7232,26.7232,26.4386,26.4974,7991
2016-09-08,26.5073,26.6015,26.4484,26.478,7085
2016-09-09,25.9479,25.9646,25.562,25.5749,12956
2016-09-12,25.3001,26.1034,25.3001,26.0656,2828
2016-09-13,25.6534,25.7055,25.4376,25.5553,4076
2016-09-14,25.6534,25.8981,25.6534,25.7074,8907
2016-09-15,25.889,26.154,25.889,26.154,5758
2016-09-16,26.1343,26.154,26.0656,26.1343,9538
2016-09-19,26.2521,26.3699,26.046,26.1834,4615
2016-09-20,26.1638,26.1638,25.9682,25.9682,5960
2016-09-21,26.3012,26.7232,26.3012,26.7232,9376
2016-09-22,26.9587,27.1746,26.9587,27.1442,17515
2016-09-23,27.0176,27.0862,26.9194,26.9345,17269
2016-09-26,26.7133,26.7133,26.5074,26.597,21378
2016-09-27,26.7919,27.0372,26.7919,26.9867,6089
2016-09-28,27.0961,27.1016,26.8011,27.1016,3213
2016-09-29,26.8704,26.9881,26.7035,26.7722,24995
2016-09-30,26.8017,26.8311,26.6702,26.7512,3480
